time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.coordinate_frame,.type_mask,.position.x,.position.y,.position.z,.velocity.x,.velocity.y,.velocity.z,.acceleration_or_force.x,.acceleration_or_force.y,.acceleration_or_force.z,.yaw,.yaw_rate
1970/01/01/02:01:44.788000,6,0,0,world,8,1479,0.0,0.0,0.0,0.0118950667944,0.215399684541,0.000307094404867,0.0,0.0,0.0,0.0,0.0265759471804
1970/01/01/02:01:44.816000,7,0,0,world,8,1479,0.0,0.0,0.0,0.0062913039315,0.228677760177,0.000498147402148,0.0,0.0,0.0,0.0,0.0198687072843
1970/01/01/02:01:44.847000,8,0,0,world,8,1479,0.0,0.0,0.0,0.000402738633472,0.175345504733,0.000863109278504,0.0,0.0,0.0,0.0,-0.010335878469
1970/01/01/02:01:44.877000,9,0,0,world,8,1479,0.0,0.0,0.0,0.00215884068025,0.198807725272,0.00073765044565,0.0,0.0,0.0,0.0,-0.0122461067513
1970/01/01/02:01:44.910000,10,0,0,world,8,1479,0.0,0.0,0.0,-0.00159926425249,0.25475301158,0.000724858682635,0.0,0.0,0.0,0.0,-0.00390658387914
1970/01/01/02:01:44.943000,11,0,0,world,8,1479,0.0,0.0,0.0,-0.00120388221636,0.27120845846,0.000672638880286,0.0,0.0,0.0,0.0,-0.00516232987866
1970/01/01/02:01:44.977000,12,0,0,world,8,1479,0.0,0.0,0.0,0.000490565742565,0.293781844121,0.000608810659683,0.0,0.0,0.0,0.0,-0.00227395282127
1970/01/01/02:01:45.008000,13,0,0,world,8,1479,0.0,0.0,0.0,-0.000274129889062,0.331715216681,0.000685631507546,0.0,0.0,0.0,0.0,0.00514734117314
1970/01/01/02:01:45.046000,14,0,0,world,8,1479,0.0,0.0,0.0,-0.00369368970526,0.340551400138,0.00072361877069,0.0,0.0,0.0,0.0,0.000232644131756
1970/01/01/02:01:45.078000,15,0,0,world,8,1479,0.0,0.0,0.0,-0.00175042541077,0.334689632183,0.000314049609717,0.0,0.0,0.0,0.0,-0.0101418001577
1970/01/01/02:01:45.106000,16,0,0,world,8,1479,0.0,0.0,0.0,-0.00617698932186,0.348403825015,0.000275382603713,0.0,0.0,0.0,0.0,-0.0145498719066
1970/01/01/02:01:45.140000,17,0,0,world,8,1479,0.0,0.0,0.0,-0.00803731844754,0.346145662941,0.000182490734314,0.0,0.0,0.0,0.0,-0.0215754713863
1970/01/01/02:01:45.173000,18,0,0,world,8,1479,0.0,0.0,0.0,-0.00837461932114,0.330663390189,-0.000233211822499,0.0,0.0,0.0,0.0,-0.0313135571778
1970/01/01/02:01:45.210000,19,0,0,world,8,1479,0.0,0.0,0.0,-0.00634857412346,0.335548484283,-0.000213267114622,0.0,0.0,0.0,0.0,-0.0300215948373
1970/01/01/02:01:45.246000,20,0,0,world,8,1479,0.0,0.0,0.0,-0.00161527294903,0.354238743162,-0.000203467577737,0.0,0.0,0.0,0.0,-0.0204004235566
1970/01/01/02:01:45.276000,21,0,0,world,8,1479,0.0,0.0,0.0,0.00613762477902,0.371372670805,0.00011504741226,0.0,0.0,0.0,0.0,-0.00711482018232
1970/01/01/02:01:45.308000,22,0,0,world,8,1479,0.0,0.0,0.0,0.00962239977598,0.351748620354,0.000226686486787,0.0,0.0,0.0,0.0,-0.00758823752403
1970/01/01/02:01:45.342000,23,0,0,world,8,1479,0.0,0.0,0.0,0.00499800454768,0.300849434791,0.000161934325701,0.0,0.0,0.0,0.0,-0.022810427472
1970/01/01/02:01:45.373000,24,0,0,world,8,1479,0.0,0.0,0.0,0.0113649817261,0.218893173567,-0.000478453034311,0.0,0.0,0.0,0.0,-0.0468109287322
1970/01/01/02:01:45.408000,25,0,0,world,8,1479,0.0,0.0,0.0,0.0166582375929,0.236485607043,-0.000250922486558,0.0,0.0,0.0,0.0,-0.0315222665668
1970/01/01/02:01:45.443000,26,0,0,world,8,1479,0.0,0.0,0.0,0.0205533134403,0.222151213647,-9.12786922126e-05,0.0,0.0,0.0,0.0,-0.0219365302473
1970/01/01/02:01:45.470000,27,0,0,world,8,1479,0.0,0.0,0.0,0.0184010983243,0.147395269374,3.56417028632e-05,0.0,0.0,0.0,0.0,-0.0308405999094
1970/01/01/02:01:45.507000,28,0,0,world,8,1479,0.0,0.0,0.0,0.0240254521596,0.155352608463,0.000180233887393,0.0,0.0,0.0,0.0,-0.00725316116586
1970/01/01/02:01:45.534000,29,0,0,world,8,1479,0.0,0.0,0.0,0.0321825657219,0.0858524411017,6.46811654195e-05,0.0,0.0,0.0,0.0,-0.0092286625877
1970/01/01/02:01:45.573000,30,0,0,world,8,1479,0.0,0.0,0.0,0.0251454589258,0.0887944896924,-1.69628723107e-05,0.0,0.0,0.0,0.0,0.0133141558617
1970/01/01/02:01:45.610000,31,0,0,world,8,1479,0.0,0.0,0.0,0.0301251534709,0.011924442973,-0.000183982415864,0.0,0.0,0.0,0.0,0.00905821286142
1970/01/01/02:01:45.647000,32,0,0,world,8,1479,0.0,0.0,0.0,0.0270750736121,-0.0223400548108,-0.000697402728611,0.0,0.0,0.0,0.0,0.0173648074269
1970/01/01/02:01:45.674000,33,0,0,world,8,1479,0.0,0.0,0.0,0.028618464982,-0.105106555374,-0.000850589864356,0.0,0.0,0.0,0.0,0.00713515467942
1970/01/01/02:01:45.704000,34,0,0,world,8,1479,0.0,0.0,0.0,0.0218245645441,-0.0653569762872,-0.00165612030154,0.0,0.0,0.0,0.0,0.0387795977294
1970/01/01/02:01:45.738000,35,0,0,world,8,1479,0.0,0.0,0.0,0.020366855312,-0.0314502905315,-0.00204563535694,0.0,0.0,0.0,0.0,0.0765054002404
1970/01/01/02:01:45.770000,36,0,0,world,8,1479,0.0,0.0,0.0,0.0581881793043,-0.185265934084,-0.00290750318522,0.0,0.0,0.0,0.0,0.0442837439477
1970/01/01/02:01:45.813000,37,0,0,world,8,1479,0.0,0.0,0.0,0.0555657385627,-0.185918739352,-0.00331114493152,0.0,0.0,0.0,0.0,0.0588080398738
1970/01/01/02:01:45.843000,38,0,0,world,8,1479,0.0,0.0,0.0,0.0381399469851,-0.165480463724,-0.00356667709996,0.0,0.0,0.0,0.0,0.0723980218172
1970/01/01/02:01:45.877000,39,0,0,world,8,1479,0.0,0.0,0.0,0.0608112281235,-0.198301394815,-0.00418547122723,0.0,0.0,0.0,0.0,0.0709967687726
1970/01/01/02:01:45.909000,40,0,0,world,8,1479,0.0,0.0,0.0,0.0767449499142,-0.243081044121,-0.00433343964265,0.0,0.0,0.0,0.0,0.0694661363959
1970/01/01/02:01:45.944000,41,0,0,world,8,1479,0.0,0.0,0.0,0.0885399671254,-0.267514139915,-0.0045635564548,0.0,0.0,0.0,0.0,0.0707676410675
1970/01/01/02:01:45.975000,42,0,0,world,8,1479,0.0,0.0,0.0,0.0811506769956,-0.330522251589,-0.00505051259901,0.0,0.0,0.0,0.0,0.0537360906601
