time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:06:45.540000,1999,0,0,,"(-0.462820440530777, 0.012487662956118584, -0.4226692318916321, -0.059696320444345474, 0.09945382922887802, -0.07234947383403778, 0.06217969208955765, -0.03340424969792366)","(0.7644732594490051, -0.2821303904056549, 0.001137757790274918, -0.0329408124089241)","(-0.18078121542930603, 0.2998284697532654, 1.0110386610031128, 1.0055193901062012)","(-0.18096403777599335,)","(0.29999324679374695,)",405.536010742
1970/01/01/02:06:45.579000,2000,0,0,,"(-0.46369948983192444, 0.033117037266492844, -0.42346903681755066, -0.04222503677010536, 0.10822893679141998, -0.052809007465839386, 0.06976689398288727, -0.016916580498218536)","(0.7913700342178345, -0.33035022020339966, -0.0011005112901329994, -0.06979942321777344)","(-0.17711402475833893, 0.37243953347206116, 1.0158710479736328, 1.0079355239868164)","(-0.17729318141937256,)","(0.37267643213272095,)",405.575012207
1970/01/01/02:06:45.641000,2001,0,0,,"(-0.4358682334423065, 0.03748075291514397, -0.40528640151023865, -0.04737033322453499, 0.12317441403865814, -0.045757316052913666, 0.104059599339962, -0.011399312876164913)","(0.7641822695732117, -0.33127161860466003, -0.00279174093157053, -0.07035037130117416)","(-0.15332475304603577, 0.6077766418457031, 1.0315332412719727, 1.0157666206359863)","(-0.1534801572561264,)","(0.6082472801208496,)",405.639007568
1970/01/01/02:06:45.664000,2002,0,0,,"(-0.43993398547172546, 0.02345794253051281, -0.40678954124450684, -0.06719131767749786, 0.13687114417552948, -0.055737223476171494, 0.1190747320652008, -0.023487253114581108)","(0.7959352135658264, -0.4565417468547821, -0.0020411869045346975, -0.09658265113830566)","(-0.14754480123519897, 0.6655035614967346, 1.0353751182556152, 1.0176875591278076)","(-0.1476944088935852,)","(0.666031539440155,)",405.664001465
1970/01/01/02:06:45.711000,2003,0,0,,"(-0.43780314922332764, 0.0030095186084508896, -0.41372162103652954, -0.0893058329820633, 0.1251906305551529, -0.07560732215642929, 0.1165214404463768, -0.041642073541879654)","(0.7808077335357666, -0.4834674894809723, -0.0021708777640014887, -0.08156176656484604)","(-0.15229880809783936, 0.5616354942321777, 1.0284624099731445, 1.0142312049865723)","(-0.15245316922664642,)","(0.5620602965354919,)",405.70300293
1970/01/01/02:06:45.756000,2004,0,0,,"(-0.44671812653541565, -0.012065903283655643, -0.416189044713974, -0.10083406418561935, 0.11386125534772873, -0.08303344994783401, 0.10255002230405807, -0.05388714745640755)","(0.7878332734107971, -0.4850729703903198, -0.0011958932736888528, -0.07628608494997025)","(-0.16146044433116913, 0.46325764060020447, 1.0219151973724365, 1.0109575986862183)","(-0.1616239696741104,)","(0.4635847210884094,)",405.734985352
1970/01/01/02:06:45.772000,2005,0,0,,"(-0.4580138325691223, -0.037940651178359985, -0.42863067984580994, -0.13059471547603607, 0.1073167473077774, -0.10668472200632095, 0.09777195751667023, -0.07816943526268005)","(0.8271911144256592, -0.6087874174118042, -0.0005077931564301252, -0.09014298766851425)","(-0.17021667957305908, 0.08783966302871704, 0.9969304203987122, 0.9984652400016785)","(-0.17038895189762115,)","(0.08779384940862656,)",405.765991211
1970/01/01/02:06:45.805000,2006,0,0,,"(-0.47324690222740173, -0.0427347831428051, -0.44352027773857117, -0.13528849184513092, 0.08748868852853775, -0.1094701737165451, 0.08152632415294647, -0.07720226049423218)","(0.8358194231987, -0.4422079622745514, -0.0001345745986327529, -0.0452079102396965)","(-0.18674926459789276, -0.17790357768535614, 0.9792447090148926, 0.9896223545074463)","(-0.18693804740905762,)","(-0.17821335792541504,)",405.790008545
1970/01/01/02:06:45.823000,2007,0,0,,"(-0.483267605304718, -0.05653289332985878, -0.4586426019668579, -0.14899154007434845, 0.08559389412403107, -0.13491202890872955, 0.08574694395065308, -0.0987735390663147)","(0.9129098653793335, -0.4413380026817322, -0.000986668048426509, -0.02893531136214733)","(-0.19244787096977234, -0.2741949260234833, 0.9728363752365112, 0.9864181876182556)","(-0.19264234602451324,)","(-0.2746003568172455,)",405.822998047
1970/01/01/02:06:45.855000,2008,0,0,,"(-0.480259507894516, -0.07984921336174011, -0.4430209994316101, -0.16349638998508453, 0.06150626391172409, -0.14706943929195404, 0.050796594470739365, -0.11801416426897049)","(0.8656740188598633, -0.42509666085243225, 8.06057796580717e-05, -0.010699950158596039)","(-0.20253986120224, -0.3526363670825958, 0.9676159024238586, 0.9838079810142517)","(-0.20274440944194794,)","(-0.35311970114707947,)",405.854003906
1970/01/01/02:06:45.907000,2009,0,0,,"(-0.47744011878967285, -0.10628901422023773, -0.4382273256778717, -0.18887117505073547, 0.059992969036102295, -0.17866377532482147, 0.05222111567854881, -0.14887003600597382)","(0.863728404045105, -0.41451728343963623, 0.00020949267491232604, 0.020139681175351143)","(-0.20066066086292267, -0.26795271039009094, 0.9732517600059509, 0.9866259098052979)","(-0.2008633315563202,)","(-0.2683519423007965,)",405.898010254
1970/01/01/02:06:45.944000,2010,0,0,,"(-0.47600045800209045, -0.10609353333711624, -0.4330736994743347, -0.18868371844291687, 0.06566447764635086, -0.17819958925247192, 0.05374779552221298, -0.14841806888580322)","(0.8430493474006653, -0.41841158270835876, 0.0003420464927330613, 0.020623676478862762)","(-0.1972162276506424, -0.044415183365345, 0.988128662109375, 0.9940643310546875)","(-0.19741547107696533,)","(-0.044592369347810745,)",405.936004639
1970/01/01/02:06:45.974000,2011,0,0,,"(-0.47967007756233215, -0.09422200918197632, -0.4372934401035309, -0.18447522819042206, 0.06705714762210846, -0.1675678938627243, 0.05835338681936264, -0.13848420977592468)","(0.8829905986785889, -0.43339017033576965, 0.0013470043195411563, 0.0033288004342466593)","(-0.1976885348558426, -0.01182294636964798, 0.9902977347373962, 0.9951488375663757)","(-0.19788824021816254,)","(-0.011967756785452366,)",405.964996338
1970/01/01/02:06:46.019000,2012,0,0,,"(-0.4629082679748535, -0.08694745600223541, -0.42555609345436096, -0.17438702285289764, 0.06748401373624802, -0.14755791425704956, 0.06556858867406845, -0.11929605901241302)","(0.7632806301116943, -0.32945504784584045, 0.0028222473338246346, 0.028152501210570335)","(-0.18866226077079773, 0.09517647325992584, 0.9974187016487122, 0.9987093806266785)","(-0.1888529509305954,)","(0.09513794630765915,)",406.006011963
1970/01/01/02:06:46.040000,2013,0,0,,"(-0.46229395270347595, -0.0720466896891594, -0.4299459457397461, -0.16012971103191376, 0.09060170501470566, -0.14109019935131073, 0.08772147446870804, -0.10877382010221481)","(0.8047242164611816, -0.4003053605556488, 0.0013415755238384008, -6.885011680424213e-05)","(-0.17829884588718414, 0.11020146310329437, 0.9984186887741089, 0.9992093443870544)","(-0.1784791797399521,)","(0.11017785966396332,)",406.031005859
1970/01/01/02:06:46.101000,2014,0,0,,"(-0.4542695879936218, -0.05302473530173302, -0.4271998107433319, -0.14552901685237885, 0.0892549455165863, -0.12522821128368378, 0.08890832215547562, -0.09323890507221222)","(0.7978326082229614, -0.43813908100128174, 0.0010525863617658615, -0.02385633997619152)","(-0.17564883828163147, 0.10212621837854385, 0.9978812336921692, 0.998940646648407)","(-0.1758265346288681,)","(0.10209459811449051,)",406.079986572
1970/01/01/02:06:46.138000,2015,0,0,,"(-0.45679381489753723, -0.02133464626967907, -0.42933931946754456, -0.11019888520240784, 0.09511786699295044, -0.09039909392595291, 0.08781232684850693, -0.0616254024207592)","(0.8008776307106018, -0.46288976073265076, -0.000918111763894558, -0.06441496312618256)","(-0.1756230741739273, -0.004431496374309063, 0.9907896518707275, 0.9953948259353638)","(-0.17580074071884155,)","(-0.004568964708596468,)",406.12298584
1970/01/01/02:06:46.156000,2016,0,0,,"(-0.46414288878440857, -0.006630011834204197, -0.4384433925151825, -0.09522078186273575, 0.09378393739461899, -0.07708560675382614, 0.08515655249357224, -0.047584887593984604)","(0.808613657951355, -0.45432668924331665, -0.0021648334804922342, -0.07709211856126785)","(-0.18072868883609772, -0.11434342712163925, 0.9834747910499573, 0.9917373657226562)","(-0.18091145157814026,)","(-0.11459007114171982,)",406.152008057
1970/01/01/02:06:46.195000,2017,0,0,,"(-0.47902411222457886, 0.0032121567055583, -0.45458412170410156, -0.08881228417158127, 0.08445469290018082, -0.07211784273386002, 0.07481090724468231, -0.03792347386479378)","(0.8243726491928101, -0.4137111008167267, -0.0033049483317881823, -0.07577831298112869)","(-0.19339023530483246, -0.32867705821990967, 0.9692104458808899, 0.9846052527427673)","(-0.19358564913272858,)","(-0.32913661003112793,)",406.188995361
1970/01/01/02:06:46.237000,2018,0,0,,"(-0.5048190951347351, 0.005169412586838007, -0.47728750109672546, -0.08606594800949097, 0.07954203337430954, -0.06687813997268677, 0.06930412352085114, -0.03191066533327103)","(0.8743427991867065, -0.3391296863555908, -0.0027881888672709465, -0.06695401668548584)","(-0.20810499787330627, -0.447378009557724, 0.9613106846809387, 0.9806553721427917)","(-0.20831510424613953,)","(-0.447955459356308,)",406.234008789
1970/01/01/02:06:46.276000,2019,0,0,,"(-0.5217450857162476, 0.018983567133545876, -0.4950040876865387, -0.07191134989261627, 0.07184087485074997, -0.061970893293619156, 0.06102384254336357, -0.026423558592796326)","(0.9341353178024292, -0.3103253245353699, -0.003490205854177475, -0.0722232386469841)","(-0.22074837982654572, -0.49924784898757935, 0.957858681678772, 0.978929340839386)","(-0.22097110748291016,)","(-0.49987682700157166,)",406.270996094
1970/01/01/02:06:46.328000,2020,0,0,,"(-0.5346866250038147, 0.04002877697348595, -0.513687252998352, -0.051675792783498764, 0.07069618999958038, -0.042439401149749756, 0.058060936629772186, -0.0071092890575528145)","(0.9143401980400085, -0.387472540140152, -0.006272774655371904, -0.1142439991235733)","(-0.22967253625392914, -0.47700437903404236, 0.9593390226364136, 0.9796695113182068)","(-0.2299041897058487,)","(-0.4776112735271454,)",406.311004639
1970/01/01/02:06:46.348000,2021,0,0,,"(-0.5505719184875488, 0.03527681156992912, -0.5292541980743408, -0.06045291945338249, 0.07070279121398926, -0.04621680825948715, 0.058060936629772186, -0.00713586900383234)","(0.9501452445983887, -0.38303110003471375, -0.006554825231432915, -0.1142037957906723)","(-0.23752610385417938, -0.3609699010848999, 0.9670613408088684, 0.9835306406021118)","(-0.2377655953168869,)","(-0.3614615201950073,)",406.343994141
1970/01/01/02:06:46.397000,2022,0,0,,"(-0.5702941417694092, 0.07432850450277328, -0.546110987663269, -0.02445683442056179, 0.07625863701105118, -0.014596542343497276, 0.05703691020607948, 0.022228574380278587)","(0.9870432615280151, -0.4130030572414398, -0.011534282006323338, -0.16383178532123566)","(-0.2455298900604248, -0.21821747720241547, 0.9765617847442627, 0.9882808923721313)","(-0.24577738344669342,)","(-0.21856729686260223,)",406.394989014
1970/01/01/02:06:46.457000,2023,0,0,,"(-0.5615466833114624, 0.08046237379312515, -0.5403153300285339, -0.021346917375922203, 0.08539510518312454, -0.004490481223911047, 0.06899111717939377, 0.03319423273205757)","(0.9568585157394409, -0.4121255576610565, -0.014960129745304585, -0.17138811945915222)","(-0.23663035035133362, 0.03724509850144386, 0.9935632944107056, 0.9967816472053528)","(-0.2368689626455307,)","(0.03714903071522713,)",406.445007324
1970/01/01/02:06:46.515000,2024,0,0,,"(-0.5656436681747437, 0.07623598724603653, -0.542862594127655, -0.03070712462067604, 0.08795297145843506, -0.005094572901725769, 0.07551074773073196, 0.03127389773726463)","(0.996957540512085, -0.4362174868583679, -0.01338911708444357, -0.17971093952655792)","(-0.23602263629436493, 0.11950129270553589, 0.9990375638008118, 0.9995188117027283)","(-0.23626063764095306,)","(0.11948692798614502,)",406.497009277
1970/01/01/02:06:46.538000,2025,0,0,,"(-0.5585646033287048, 0.07062805444002151, -0.5460557341575623, -0.04191359132528305, 0.1007218137383461, -0.008651685900986195, 0.09665464609861374, 0.030011652037501335)","(0.9785225987434387, -0.5315548777580261, -0.014835546724498272, -0.19689783453941345)","(-0.22658240795135498, 0.213870108127594, 1.00531804561615, 1.0026589632034302)","(-0.22681096196174622,)","(0.21394947171211243,)",406.526000977
1970/01/01/02:06:46.567000,2026,0,0,,"(-0.5615594983100891, 0.06441755592823029, -0.5364044904708862, -0.047537341713905334, 0.11165309697389603, -0.0129659753292799, 0.10052981972694397, 0.02569589950144291)","(1.0394316911697388, -0.48750045895576477, -0.012538372538983822, -0.1855471283197403)","(-0.22122204303741455, 0.23449894785881042, 1.0066908597946167, 1.0033454895019531)","(-0.2214452475309372,)","(0.2345988154411316,)",406.561004639
1970/01/01/02:06:46.618000,2027,0,0,,"(-0.562293529510498, 0.0423608161509037, -0.5351610779762268, -0.06489074975252151, 0.12659382820129395, -0.028023477643728256, 0.11332426965236664, 0.010688416659832)","(1.0673887729644775, -0.5300995707511902, -0.011875142343342304, -0.17989489436149597)","(-0.21416795253753662, 0.17753136157989502, 1.0028996467590332, 1.0014498233795166)","(-0.21438412368297577,)","(0.17757463455200195,)",406.615997314
1970/01/01/02:06:46.647000,2028,0,0,,"(-0.5741193294525146, 0.05389929562807083, -0.5466244220733643, -0.05759920924901962, 0.12659382820129395, -0.028050057590007782, 0.11332426965236664, 0.010661836713552475)","(1.1367251873016357, -0.569705069065094, -0.012220759876072407, -0.19854240119457245)","(-0.21998442709445953, 0.10682111978530884, 0.9981936812400818, 0.9990968704223633)","(-0.22020640969276428,)","(0.10679415613412857,)",406.638000488
1970/01/01/02:06:46.679000,2029,0,0,,"(-0.5780583620071411, 0.038576748222112656, -0.545616865158081, -0.06807305663824081, 0.12449175119400024, -0.0367988720536232, 0.10804041475057602, 0.002161226002499461)","(1.1500664949417114, -0.5099660158157349, -0.011309381574392319, -0.17456179857254028)","(-0.22256121039390564, 0.03276625648140907, 0.9932652115821838, 0.9966325759887695)","(-0.22278577089309692,)","(0.032665736973285675,)",406.67300415
1970/01/01/02:06:46.737000,2030,0,0,,"(-0.5679186582565308, 0.013316400349140167, -0.5402894616127014, -0.09719757735729218, 0.11816273629665375, -0.06169551610946655, 0.11537757515907288, -0.020181529223918915)","(1.1614030599594116, -0.4307873547077179, -0.006825530435889959, -0.1254899650812149)","(-0.2184465229511261, 0.062171369791030884, 0.9952221512794495, 0.9976111054420471)","(-0.2186669558286667,)","(0.062100060284137726,)",406.727996826
